channel_order,channel_name,program_order,program_title,start_time_raw,end_time_raw,is_new,is_live
1,ABC,1,Local Programs,12:07 PM,1:00 PM,False,False
1,ABC,2,ABC World News Now,1:00 PM,4:00 PM,True,False
2,CBS,1,Funny You Should Ask,12:05 PM,12:35 PM,False,False
2,CBS,2,Local Programs,12:35 PM,1:00 PM,False,False
2,CBS,3,CBS News Roundup,1:00 PM,4:00 PM,True,False
3,FOX,1,Local Programs,11:00 AM,5:00 PM,False,False
4,NBC,1,Late Night with Seth Meyers,11:37 AM,12:38 PM,True,False
4,NBC,2,NBC Nightly News with Tom Llamas,12:38 PM,1:13 PM,False,False
4,NBC,3,Top Story with Tom Llamas,1:13 PM,2:00 PM,True,False
4,NBC,4,Early Today,2:00 PM,2:30 PM,True,False
5,PBS,1,NOVA,12:00 PM,1:00 PM,False,False
5,PBS,2,Bugs That Rule the World,1:00 PM,2:00 PM,False,False
5,PBS,3,Breaking the Deadlock,2:00 PM,3:00 PM,False,False
6,CW,1,Local Programs,11:00 AM,5:00 PM,False,False
7,MYNET,1,Local Programs,11:00 AM,5:00 PM,False,False
8,ION-E,1,Law & Order: Special Victims Unit,12:00 PM,1:00 PM,False,False
8,ION-E,2,Law & Order: Special Victims Unit,1:00 PM,2:00 PM,False,False
8,ION-E,3,Inogen Portable Oxygen - No More Tanks!,2:00 PM,2:30 PM,False,False
9,TELMUN,1,Caso cerrado,12:30 PM,1:00 PM,False,False
9,TELMUN,2,En casa con Telemundo,1:00 PM,2:00 PM,False,False
9,TELMUN,3,En casa con Telemundo,2:00 PM,3:00 PM,False,False
10,UNI-E,1,Mañana es para siempre,12:00 PM,1:00 PM,False,False
10,UNI-E,2,Como dice el dicho,1:00 PM,2:00 PM,False,False
10,UNI-E,3,Desiguales,2:00 PM,3:00 PM,False,False
11,BBCNW,1,Business Today,12:30 PM,12:55 PM,False,True
11,BBCNW,2,Talking Movies,,,False,True
11,BBCNW,3,BBC News,1:00 PM,1:30 PM,False,True
11,BBCNW,4,Business Today,1:30 PM,1:55 PM,False,True
11,BBCNW,5,Talking Movies,1:55 PM,2:00 PM,False,False
11,BBCNW,6,BBC News,2:00 PM,2:30 PM,False,True
12,BLOOMBERG,1,Bloomberg Daybreak: Europe,12:00 PM,1:00 PM,False,True
12,BLOOMBERG,2,Bloomberg: The Opening Trade,1:00 PM,3:00 PM,False,True
13,CNBC,1,"American Greed: Scams, Scoundrels and Scandals",12:30 PM,1:00 PM,False,False
13,CNBC,2,Dateline,1:00 PM,2:00 PM,False,False
13,CNBC,3,Dateline,2:00 PM,3:00 PM,False,False
14,CNN,1,The Story Is with Elex Michaelson,12:00 PM,1:00 PM,False,False
14,CNN,2,Anderson Cooper 360°,1:00 PM,2:00 PM,False,False
14,CNN,3,CNN NewsNight with Abby Phillip,2:00 PM,3:00 PM,False,False
15,CSPA-1,1,U.S. House of Representatives,11:00 AM,1:00 PM,False,False
15,CSPA-1,2,U.S. House of Representatives,1:00 PM,3:00 PM,False,False
16,FOXBN,1,Paid Program,12:30 PM,1:00 PM,False,False
